id,ra,dec,dist,dist84,dist16,x,y,z,g,bp,rp,class,xtime,seto,SN,xtime_err
5277882523178810112,126.43530226038199,-61.89812064724787,166.7108,166.94698,166.42348,18.455545385479127,-160.99720480976404,-39.150557565667114,12.308082,12.809843,11.651599,SOLAR_LIKE,2457250.2335185073,False,1987A,0.8537119
5278211586393119104,125.8545541213751,-60.68413111974925,160.96858,161.20975,160.70279,14.579624607655205,-156.06720606593197,-36.634984537161046,13.347399,14.040993,12.542994,SOLAR_LIKE,2457562.6189636574,False,1987A,0.82673794
5085376179094311680,55.69607066732423,-24.46393158334654,25.992228,26.00645,25.98061,-12.61916680457216,-10.145661414096177,-20.316130852363575,14.030527,15.833546,12.758764,SOLAR_LIKE,2457030.6662356546,False,1987A,0.042140644
5882042344287383936,232.71762312223677,-58.860730002833485,25.149313,25.161873,25.139624,19.909412362249896,-15.368804076566537,-0.9812869129433217,10.197206,11.184879,9.211708,SOLAR_LIKE,2457524.2071882165,False,1987A,0.036283627
5793290899490805888,220.67925534697824,-74.31160241541833,54.033493,54.077934,54.000607,34.09104054326235,-40.096975059610145,-12.307199515376771,8.300643,8.640274,7.7849574,ECL,2457762.3650468644,False,1987A,0.12610465
5573439907376720896,95.78963644018586,-40.21535341374489,66.509056,66.56176,66.464905,-23.113227570755953,-57.085312828152425,-25.08522301306108,10.616327,11.189933,9.903748,SOLAR_LIKE,2457294.682544901,False,1987A,0.15794964
5575165556516524416,96.1659684675412,-36.67389428928394,51.700947,51.74008,51.67047,-20.84465257937427,-43.605526508180034,-18.328539505383585,12.989117,14.279632,11.865307,SOLAR_LIKE,2456961.2048135893,False,1987A,0.1135197
5764995891157361792,203.08487825441753,-88.43996074773298,128.0264,128.21931,127.87162,63.17509942006291,-96.57434222476446,-55.465540949657,11.486554,11.924578,10.883426,SOLAR_LIKE,2457519.760756548,False,1987A,0.56701374
5765214766988828672,268.89734893680037,-87.94324935175821,109.53998,109.65969,109.41151,56.303189356541225,-80.06061545013718,-49.21639913091212,13.675842,14.648147,12.698092,SOLAR_LIKE,2457048.890707946,False,1987A,0.4047343
5258643234376355840,153.30191751284485,-57.81639987819303,63.07126,63.123993,63.02632,14.314222573066218,-61.41734277744369,-1.3260731014644946,13.192152,14.308265,12.139685,SOLAR_LIKE,2457547.726287139,False,1987A,0.15928093
4784908921423280000,70.76547630699561,-49.4000269174367,135.90155,136.11559,135.71542,-24.81026518562703,-99.82703751614123,-88.80834644165647,13.085765,13.838042,12.24121,SOLAR_LIKE,2457485.527582341,False,1987A,0.6525765
4785503589711841280,74.8776492238647,-49.45915508189507,141.51996,141.70839,141.28561,-27.041256207157858,-107.9795640014662,-87.38215914672385,9.187826,9.371319,8.748405,ECL,2457331.379223352,False,1987A,0.68945426
4786188929053180288,74.3655110762645,-46.92041569686776,111.57797,111.692085,111.45058,-25.948317033870808,-83.37448082286242,-69.45244272347094,13.125156,14.001919,12.204259,SOLAR_LIKE,2457296.812755174,False,1987A,0.39384767
4786667697647516544,72.54704994315897,-47.42806542668952,115.7274,115.910255,115.58067,-25.451053704625338,-85.28208806313928,-73.9640750838657,13.5368595,14.518777,12.553078,SOLAR_LIKE,2457411.1147610773,False,1987A,0.5374767
4788572429743836160,66.10759225710999,-48.546686678366726,114.400955,114.53952,114.249535,-20.85530849672341,-79.69410211612328,-79.37488974035325,11.588991,12.101959,10.919546,SOLAR_LIKE,2457210.8657965995,False,1987A,0.47290337
